🕘️更新时间,#genre#
CCTV13,http://hongzhijiaoyu.net:8188/rtp/239.253.43.196:5146$订阅源
CCTV14,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv14hd$订阅源
CCTV14,http://38.75.136.137:98/gslb/dsdqbv/cctv14hd.m3u8?auth=test20251009$订阅源
CCTV14,http://txycdn4.video.qq.com/1755770102.m3u8?time=1785622608&from=player&cdn=tcloud&sdtfrom=v401010931632&platform=4010603&butype=31&HLSP2P=1&vkey=nvkey_AQQgIPgzm4S9cj3lXXAO8zSt-2BRamzY1RcJNOhWW0o_tVbMECfJwORUsorMfjDELFcR-5cBcGdjht4YDj471Q1TE07O2zHUIb2zniBUaijRo6FUzTZiU_4AHA6pjXC2DKwA3lggjcDJTrMZQ8peHqi9JZRqpx9kedewfxhSTHh4NnDBxqLnZ-JvvAhlKIBas1j8LqUAuqgJ5oM7g5FnytILftDNJW5GrSocrGKLdOUrgfQuELbZMSP8JN5rWFAI9AAnWoJjY5NKuRG62SuWce96BjfIDv1sC9V-yf0lVgh1qBRMq4aRWjqEIO7tbfrmXlXfRRmM4nMACnKGUGBqZj-p6TcOMcHJnWgd_SBTR5yb-uGyZWmGs1krqVvB0rBr1sQe5c1Xw1SVboqzhPvhOjZczP4IrIyMZY3la1gkQZRp9HpgcRWd1UNjQpZkkQYh9Qt7eZhM3ZKn6JI03eqE5hzn3y88vCR9-GA3lSGT9NAZb9DKO44Y6jb_HRtmy9tBcu5rGPBFF4Lifpd2M8_q_yw0elasebVjsljuvEz-bAL2BMEJ8lcw&drmtype=0$订阅源
CCTV14,http://113.57.140.161:10081/newlive/live/hls/15/live.m3u8$订阅源
CCTV14,http://61.178.227.57:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV14,http://www.rongrong.me:14022/rtp/233.18.204.80:5140$订阅源
CCTV15,http://192.151.150.154/live/cctv15hd.m3u8$订阅源
CCTV15,http://38.75.136.137:98/gslb/dsdqbv/cctv15hd.m3u8?auth=test20251009$订阅源
CCTV15,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv15hd$订阅源
CCTV15,http://38.75.136.137:98/gslb/dsdqpub/cctv15hd.m3u8?auth=testpub$订阅源
CCTV15,http://123.118.55.165:45237/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV15,http://104.152.209.49:8181/720p/cctv15.m3u8$订阅源
CCTV15,http://111.4.59.41:60901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
CCTV15,http://111.8.177.168:9901/tsfile/live/1091_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV15,http://ds3622.guangyuan.site:8188/rtp/239.77.1.239:5146$订阅源
CCTV15,http://www.rongrong.me:14022/rtp/233.18.204.81:5140$订阅源
CCTV16,http://207.56.13.146:81/cdnlive/cctv16.m3u8$订阅源
CCTV16,http://38.75.136.137:98/gslb/dsdqbv/cctv16hd.m3u8?auth=test20251009$订阅源
CCTV16,http://38.75.136.137:98/gslb/dsdqpub/cctv16hd.m3u8?auth=testpub$订阅源
CCTV16,http://104.152.209.49:8181/720p/cctv16.m3u8$订阅源
CCTV16,http://112.27.5.218:9901/tsfile/live/faacts/1001_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV16,http://alist.guangyuan.site:8188/rtp/239.77.0.165:5146$订阅源
CCTV16,http://ds3622.guangyuan.site:8188/rtp/239.77.0.165:5146$订阅源
CCTV16,http://youngx.top:4022/rtp/233.18.204.114:5140$订阅源
CCTV17,http://38.75.136.137:98/gslb/dsdqbv/cctv17hd.m3u8?auth=test20251009$订阅源
CCTV17,http://192.151.150.154/live/cctv17hd.m3u8$订阅源
CCTV17,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv17hd$订阅源
CCTV17,http://38.75.136.137:98/gslb/dsdqpub/cctv17hd.m3u8?auth=testpub$订阅源
CCTV17,http://104.152.209.49:8181/720p/cctv17.m3u8$订阅源
CCTV17,http://lbyjlt.vv5678.cn:8880/rtp/239.77.0.198:5146$订阅源
CCTV17,http://youngx.top:4022/rtp/233.18.204.83:5140$订阅源
CCTV17,http://111.8.177.168:9901/tsfile/live/1092_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV17,http://vp.maomizi.cc:9530/rtp/239.77.0.198:5146$订阅源
CCTV17,http://ds3622.guangyuan.site:8188/rtp/239.77.0.198:5146$订阅源
中国教育1,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cetv1hd$订阅源
中国教育4,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cetv4$订阅源
CHC动作电影,http://38.75.136.137:98/gslb/dsdqpub/chcdz.m3u8?auth=testpub$订阅源
CHC动作电影,http://192.151.150.154/live/chcdz.m3u8$订阅源
CHC影迷电影,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=chchd$订阅源
CHC影迷电影,http://192.151.150.154/live/chchd.m3u8$订阅源
CHC影迷电影,http://38.75.136.137:98/gslb/dsdqpub/chchd.m3u8?auth=testpub$订阅源
重温经典,http://38.75.136.137:98/gslb/dsdqpub/cwjd.m3u8?auth=testpub$订阅源
重温经典,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cwjd$订阅源
重温经典,http://104.152.209.49:8181/720p/cwjd.m3u8$订阅源
央视台球,http://38.75.136.137:98/gslb/dsdqpub/ystq.m3u8?auth=testpub$订阅源
央视台球,http://207.56.13.146:81/cdnlive/ystq.m3u8$订阅源
央视台球,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=ystq$订阅源
风云足球,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=fyzq$订阅源
风云足球,http://38.75.136.137:98/gslb/dsdqpub/fyzq.m3u8?auth=testpub$订阅源
风云足球,http://104.152.209.49:8181/720p/fyzq.m3u8$订阅源
风云足球,http://207.56.13.146:81/cdnlive/fyzq.m3u8$订阅源
风云剧场,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=fyjc$订阅源
风云剧场,http://38.75.136.137:98/gslb/dsdqpub/fyjc.m3u8?auth=testpub$订阅源
风云剧场,http://207.56.13.146:81/cdnlive/fyjc.m3u8$订阅源
风云剧场,http://104.152.209.49:8181/720p/fyjc.m3u8$订阅源
风云音乐,http://38.75.136.137:98/gslb/dsdqpub/fyyy.m3u8?auth=testpub$订阅源
风云音乐,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=fyyy$订阅源
兵器科技,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=gfjs$订阅源
兵器科技,http://38.75.136.137:98/gslb/dsdqpub/gfjs.m3u8?auth=testpub$订阅源
高尔夫网球,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=gefwq$订阅源
高尔夫网球,http://207.56.13.146:81/cdnlive/gefwq.m3u8$订阅源
高尔夫网球,http://104.152.209.49:8181/720p/gefwq.m3u8$订阅源
世界地理,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=sjdl$订阅源
世界地理,http://38.75.136.137:98/gslb/dsdqpub/sjdl.m3u8?auth=testpub$订阅源
女性时尚,http://38.75.136.137:98/gslb/dsdqpub/nxss.m3u8?auth=testpub$订阅源
女性时尚,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=nxss$订阅源
女性时尚,http://207.56.13.146:81/cdnlive/nxss.m3u8$订阅源
怀旧剧场,http://38.75.136.137:98/gslb/dsdqpub/hjjc.m3u8?auth=testpub$订阅源
怀旧剧场,http://104.152.209.49:8181/720p/hjjc.m3u8$订阅源
央视文化精品,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=ysjp$订阅源
央视文化精品,http://38.75.136.137:98/gslb/dsdqpub/ysjp.m3u8?auth=testpub$订阅源
卫生健康,http://38.75.136.137:98/gslb/dsdqpub/wsjk.m3u8?auth=testpub$订阅源
卫生健康,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=wsjk$订阅源
电视指南,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=dszn$订阅源
电视指南,http://38.75.136.137:98/gslb/dsdqpub/dszn.m3u8?auth=testpub$订阅源
老故事,http://38.75.136.137:98/gslb/dsdqpub/lgs.m3u8?auth=testpub$订阅源
老故事,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=lgs$订阅源
发现之旅,http://38.75.136.137:98/gslb/dsdqpub/fxzl.m3u8?auth=testpub$订阅源
发现之旅,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=fxzl$订阅源
天元围棋,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=gztywq$订阅源
优漫卡通,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=ymkt$订阅源
早期教育,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=zqjy$订阅源

地方,#genre#
湖南卫视4K,http://38.75.136.137:98/gslb/dsdqpub/hnwshd.m3u8?auth=testpub$订阅源
湖南卫视4K,http://192.151.150.154/live/hnwshd.m3u8$订阅源
湖南卫视4K,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=hnwshd$订阅源
湖南卫视4K,https://txmov2.a.kwimgs.com/bs3/video-hls/5199687338554291078_hlsb.m3u8$订阅源
湖南卫视4K,http://104.152.209.49:8181/720p/hnws.m3u8$订阅源
湖南卫视4K,http://antvlive.ab5c6921.cdnviet.com/antv/playlist.m3u8$订阅源
湖南卫视4K,http://alist.guangyuan.site:8188/rtp/239.77.1.5:5146$订阅源
湖南经视,http://218.77.84.102:85/tsfile/live/146/2002_1.m3u8?key=txiptv$湖南/永州/电信
湖南都市,http://218.77.84.102:85/tsfile/live/147/2003_1.m3u8?key=txiptv$湖南/永州/电信
湖南娱乐,http://218.77.84.102:85/tsfile/live/151/2007_1.m3u8?key=txiptv$湖南/永州/电信
湖南电视剧,http://218.77.84.102:85/tsfile/live/148/2004_1.m3u8?key=txiptv$湖南/永州/电信
湖南电视剧,http://175.155.106.72:89/live1/live1.m3u8?zsicd$订阅源
湖南电影,http://218.77.84.102:85/tsfile/live/149/2005_1.m3u8?key=txiptv$湖南/永州/电信
湖南爱晚,http://218.77.84.102:85/tsfile/live/150/2006_1.m3u8?key=txiptv$湖南/永州/电信
湖南国际,http://192.151.150.154/live/hngj.m3u8$订阅源
金鹰纪实,http://218.77.84.102:85/tsfile/live/152/2008_1.m3u8?key=txiptv$湖南/永州/电信
东方卫视,http://38.75.136.137:98/gslb/dsdqbv/dfwshd.m3u8?auth=test20251009$订阅源
东方卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=dfwshd$订阅源
东方卫视,http://38.75.136.137:98/gslb/dsdqpub/dfwshd.m3u8?auth=testpub$订阅源
东方卫视,http://207.56.13.146:81/cdnlive/dfws.m3u8$订阅源
东方卫视,http://104.152.209.49:8181/720p/dfws.m3u8$订阅源
东方卫视,https://txmov2.a.kwimgs.com/bs3/video-hls/5219953535631090825_hlsb.m3u8$订阅源
东方卫视,http://lbyjlt.vv5678.cn:8880/rtp/239.77.1.218:5146$订阅源
东方卫视,http://www.rongrong.me:14022/rtp/233.18.204.51:5140$订阅源
东方卫视,http://www.maomizi.cn:9530/rtp/239.77.1.218:5146$订阅源
浙江卫视,http://ali-xwl.cztv.com/live/channel011080Plxw.m3u8$订阅源
浙江卫视,https://ali-xwl.cztv.com/live/channel011080Pnew.m3u8$订阅源
浙江卫视,https://ali-xwl.cztv.com/live/channel01720Pnew.m3u8$订阅源
浙江卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=zjwshd$订阅源
浙江卫视,http://38.75.136.137:98/gslb/dsdqpub/zjwshd.m3u8?auth=testpub$订阅源
浙江卫视,http://104.152.209.49:8181/720p/zjws.m3u8$订阅源
浙江卫视,http://123.118.55.165:45237/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
浙江卫视,http://home.scanflove.com:7788/rtp/235.254.198.63:1528$订阅源
浙江卫视,http://111.8.224.6:9999/tsfile/live/1064_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
浙江卫视,http://www.rongrong.me:14022/rtp/233.18.204.84:5140$订阅源
江苏卫视,http://38.75.136.137:98/gslb/dsdqpub/jswshd.m3u8?auth=testpub$订阅源
江苏卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=jswshd$订阅源
江苏卫视,http://104.152.209.49:8181/720p/jsws.m3u8$订阅源
江苏卫视,http://38.75.136.137:98/gslb/dsdqbv/jswshd.m3u8?auth=test20251009$订阅源
江苏卫视,http://207.56.13.146:81/cdnlive/jsws.m3u8$订阅源
江苏卫视,http://vp.maomizi.cc:9530/rtp/239.77.1.18:5146$订阅源
江苏卫视,http://www.rongrong.me:14022/rtp/233.18.204.85:5140$订阅源
江苏卫视,http://home.scanflove.com:7788/rtp/235.254.198.64:1532$订阅源
广东卫视,https://txmov2.a.kwimgs.com/upic/2023/01/26/09/BMjAyMzAxMjYwOTE3NDVfNzM5MzQzNzIyXzk0NjI1OTUwNTA3XzBfMw==_b_B81ddda927d33445d544befd008e60109.mp4$订阅源
广东卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=gdwshd$订阅源
广东卫视,http://207.56.13.146:81/cdnlive/gdws.m3u8$订阅源
广东卫视,http://38.75.136.137:98/gslb/dsdqpub/gdwshd.m3u8?auth=testpub$订阅源
广东卫视,http://104.152.209.49:8181/720p/gdws.m3u8$订阅源
广东卫视,http://alist.guangyuan.site:8188/rtp/239.77.0.84:5146$订阅源
广东卫视,http://www.rongrong.me:14022/rtp/233.18.204.88:5140$订阅源
北京卫视,http://38.75.136.137:98/gslb/dsdqpub/bjwshd.m3u8?auth=testpub$订阅源
北京卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=bjwshd$订阅源
北京卫视,http://207.56.13.146:81/cdnlive/bjws.m3u8$订阅源
北京卫视,http://38.75.136.137:98/gslb/dsdqbv/bjwshd.m3u8?auth=test20251009$订阅源
北京卫视,http://104.152.209.49:8181/720p/bjws.m3u8$订阅源
北京卫视,http://b.xiongnas.top:8888/rtp/239.3.1.241:8000$订阅源
北京卫视,http://alist.guangyuan.site:8188/rtp/239.77.0.91:5146$订阅源
北京卫视,http://www.rongrong.me:14022/rtp/233.18.204.87:5140$订阅源
天津卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=tjwshd$订阅源
天津卫视,http://207.56.13.146:81/cdnlive/tjws.m3u8$订阅源
